"","X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
"27768",27768,0,0,61,0,0.29463171,800,6,0,0,0,0
"79195",79195,0,0.895603026,46,0,1.063940844,2298,9,0,1,0,0
"34479",34479,0,0.295062373,79,0,0.06760418,7750,5,0,0,0,0
"46968",46968,0,0.586217588,38,1,0.181099823,6200,10,0,0,0,2
"73671",73671,0,0.364635365,34,0,0.114904246,1200,4,0,0,0,1
"13515",13515,0,0.203505848,62,0,584,NA,6,0,1,0,0
"52924",52924,0,0.0214464,52,0,0.544859558,11000,11,0,4,0,4
"36349",36349,0,0,73,0,2138,NA,8,0,1,0,0
"59545",59545,0,0,54,0,1.096133305,4680,9,0,3,0,0
"61215",61215,0,0.253799133,38,0,0.491905355,5620,14,0,1,0,3
"147384",147384,0,0.029003874,69,0,0.095580884,5000,12,0,1,0,0
"146669",146669,1,0.460285361,58,2,409,NA,7,0,0,2,0
"21137",21137,0,0.96590341,52,0,0.559622019,6666,8,0,2,0,3
"73483",73483,0,0.9999999,43,0,0.122113782,4200,8,0,0,0,2
"13091",13091,0,0.848367725,57,0,0.557022333,10074,11,0,2,0,2
"61229",61229,0,0.499229011,58,0,0.431972598,17808,11,0,1,0,1
"130352",130352,0,0.150353721,55,0,0.341182767,7473,15,0,2,0,0
"100720",100720,0,0,40,0,0.09481753,6000,8,0,0,0,2
"106458",106458,0,0.9999999,55,1,0.001220543,10650,2,0,0,0,1
"126113",126113,0,0.017586441,45,0,0.240673794,13000,13,0,1,0,4
"69845",69845,0,0.800747794,47,0,0.431069696,7833,6,0,1,0,1
"120309",120309,0,0.006095122,47,0,1085,NA,5,0,1,0,2
"28612",28612,0,0.024773394,62,0,0.306361049,13000,3,0,1,0,0
"110909",110909,0,0.002324942,59,0,1703,NA,7,0,1,0,0
"32412",32412,0,0.989139792,31,0,0.342009465,5493,6,0,1,0,3
"123671",123671,0,0.123177382,63,0,0.29910841,17608,11,0,1,0,2
"48417",48417,0,0.104005581,31,0,0.105378924,5000,11,0,0,0,0
"121261",121261,0,0.9999999,38,0,0,2917,0,1,0,0,0
"101371",101371,0,0.181882153,42,1,0.403617325,2100,8,1,1,1,1
"136793",136793,0,0.035851887,74,0,0.014760499,10500,3,0,1,0,0
"61070",61070,0,0,56,0,1,NA,1,0,0,0,0
"91432",91432,0,0.834212372,65,0,0.485994802,6925,13,0,2,0,1
"7144",7144,0,0.534536637,58,0,0.447815259,8833,6,0,2,0,4
"136671",136671,0,0.359477533,37,0,0.44951712,6833,5,0,2,0,2
"73780",73780,0,0,59,0,0.104120879,3639,2,0,0,0,0
"143946",143946,0,0.006483401,62,0,0.169885305,10200,10,0,2,0,0
"102499",102499,0,0.020451747,47,0,0.219968576,7000,6,0,2,0,2
"67959",67959,0,0.028440999,59,0,0.368644969,4700,4,0,1,0,2
"11922",11922,1,1.007768111,39,2,0.549801308,7800,20,0,2,1,1
"106487",106487,0,0.018539928,81,0,0.151369726,5000,29,0,1,0,1
"17490",17490,0,0.344638653,57,0,0.217852143,15000,10,0,2,0,1
"72011",72011,0,0.013313098,61,0,0.08051839,16666,8,0,1,0,0
"110537",110537,1,0.958472187,43,0,0.534756929,2200,6,0,0,0,1
"101511",101511,0,0.032967033,58,0,0.11670595,14000,11,0,1,0,0
"104876",104876,0,0.006394093,74,0,0.001962433,10700,11,0,0,0,0
"17607",17607,0,0,48,0,0.225303293,7500,14,0,2,0,1
"106356",106356,0,0.994960403,39,0,650,NA,2,0,0,0,0
"108064",108064,0,0.055278188,58,0,0.324130727,6700,13,0,1,0,2
"149823",149823,0,0.43070462,54,0,1557,NA,10,0,1,0,2
"118215",118215,0,0.684376305,68,0,0.201848708,5300,5,0,1,0,0
"29098",29098,0,0.500989077,42,1,0.426902431,9500,14,0,1,0,2
"106570",106570,0,0.637591456,48,0,0.914978712,7750,10,0,3,0,0
"12598",12598,0,0.00321003,49,0,0.001190193,4200,7,0,0,0,2
"102838",102838,0,0.007849804,69,0,0.002713295,3316,2,0,0,0,1
"43594",43594,0,0.940127495,36,0,1779,NA,5,0,0,0,0
"89046",89046,0,0.507905528,31,0,0.324875298,4610,9,0,0,0,1
"126441",126441,0,0.369526095,63,0,0.023740108,2400,3,0,0,0,0
"47074",47074,0,0,41,0,0.339584767,17435,10,0,5,0,2
"44211",44211,0,0.419183233,57,0,0.323486565,12355,7,0,1,0,0
"78785",78785,0,0.008776216,64,0,0.341296027,7576,27,0,1,0,0
"20917",20917,0,0.130021448,48,0,0.010697674,6449,7,0,0,0,0
"128702",128702,0,0.030793841,83,0,0.002,2499,2,0,0,0,0
"85470",85470,0,0.653833792,39,1,0.37097939,18000,8,0,5,0,0
"102674",102674,0,0.184040975,42,0,589,NA,10,0,0,0,0
"138975",138975,0,0.027325493,64,0,37,0,7,0,0,0,0
"73584",73584,0,0.017362942,71,0,753,NA,9,0,1,0,0
"82516",82516,1,0.596827785,44,1,3972,NA,15,2,1,0,0
"20287",20287,0,0.796287482,47,0,47,NA,6,1,0,0,0
"79162",79162,0,1.00419958,57,0,0.217710671,4900,2,0,1,0,1
"105715",105715,0,0.024140761,68,1,1536,NA,10,0,1,0,1
"130755",130755,0,0.742544556,49,0,0.327084449,5600,7,0,1,0,3
"71923",71923,0,0.101763275,63,0,0.332095415,7000,8,0,2,0,0
"133153",133153,0,0.554850002,57,0,1.259708738,2471,10,0,1,0,0
"55816",55816,0,0.399273435,49,0,0.422740525,2400,6,0,0,0,3
"85563",85563,0,0.140376193,50,0,0.443192948,4083,5,0,1,0,1
"74534",74534,0,0.000182475,64,0,0.44380501,5907,10,0,1,0,0
"29508",29508,0,1.001333197,39,0,0.2797218,4600,8,0,0,0,2
"84194",84194,0,0,80,0,0,3300,3,0,0,0,0
"60886",60886,0,0.523288248,36,0,553,NA,8,0,0,0,0
"9847",9847,0,0.305534723,54,0,3862,NA,9,0,2,0,0
"29004",29004,0,0.07824837,52,0,0.269654666,4082,8,0,1,0,1
"31950",31950,0,0.379767565,37,0,0.607410675,6800,13,0,2,0,3
"42433",42433,1,0.997529557,47,1,0.08668942,7324,7,0,0,0,0
"72628",72628,0,0.017014861,41,0,0.494778938,4500,8,0,2,0,2
"76953",76953,0,0.233427372,49,1,0.475861466,11433,9,0,2,0,3
"93405",93405,0,0.774911319,37,0,0.054259876,2100,7,0,0,0,0
"142273",142273,0,0.022349597,56,0,0.168971838,6000,15,0,1,0,0
"141550",141550,0,0.376924615,32,0,0.195428571,2624,4,0,0,0,0
"74074",74074,1,0.083743019,39,0,0.35337173,8333,16,0,1,0,1
"6650",6650,0,0.079291008,71,0,0.425078746,6666,11,0,1,0,1
"41509",41509,0,0.046241302,60,0,0.282316119,3194,18,0,2,0,0
"3682",3682,0,0.08221724,61,0,0.765605096,784,13,0,1,0,0
"85233",85233,0,0.044953524,77,0,0.382902939,3368,9,0,0,0,0
"105972",105972,0,0.9999999,21,0,0,820,1,0,0,0,0
"25082",25082,0,1.08447888,51,0,0.139202581,4338,5,0,0,0,0
"66674",66674,0,0.99898995,44,0,0.319659136,5045,9,0,1,0,4
"39591",39591,0,0,29,2,0.104566608,6875,10,1,0,0,1
"112249",112249,0,0.245914753,48,0,0.219981238,6395,10,0,0,0,0
"60776",60776,0,0.9999999,45,0,0.150339864,2500,1,0,1,0,0
"33130",33130,0,0.013449664,51,0,0.118347772,12927,3,0,1,0,0
"145698",145698,0,0.585130677,44,0,0.263397807,16233,22,0,3,0,1
"108102",108102,1,0.908812775,62,0,0.164235371,6100,10,0,0,0,1
"33150",33150,1,0.579142403,42,0,1.05378383,5800,6,0,1,0,0
"149859",149859,0,0.613171618,45,0,0.281088189,12166,11,0,2,0,2
"55851",55851,1,0,31,1,0.403250774,2583,5,0,0,2,0
"75127",75127,0,0.277184677,41,1,0.508171505,5200,8,0,1,0,3
"128236",128236,0,0.214806643,40,0,0.209684331,7000,8,0,1,0,0
"11796",11796,0,0.018683022,37,0,0.166630395,13784,5,0,1,0,0
"107676",107676,0,0,66,0,1990,NA,6,0,1,0,0
"41372",41372,0,0.662303427,43,1,0.48557555,3500,7,0,0,0,2
"104749",104749,0,0.028277449,36,0,2510,NA,8,0,1,0,0
"70399",70399,0,0.198306303,59,0,0.51217739,2750,11,0,0,0,0
"37625",37625,0,0.156280753,35,0,2302,NA,14,0,2,0,1
"100125",100125,0,0.9999999,53,0,0.597601599,1500,3,2,1,0,0
"125874",125874,0,0.969354744,40,0,1.616826322,2400,3,0,1,0,2
"54543",54543,0,0.001452346,76,0,0.000243843,4100,7,0,0,0,0
"108124",108124,0,0.990910744,48,0,0.543614096,4000,12,0,1,0,0
"79386",79386,0,0.778386028,60,0,0.381737346,14619,21,0,3,0,1
"39041",39041,0,0.108565346,82,0,0.409493162,2485,7,1,1,1,0
"41689",41689,0,0.065672717,64,1,473,NA,7,0,0,0,2
"98366",98366,0,0,23,1,0.148212947,4000,5,0,0,1,0
"101479",101479,0,0.789621038,46,1,0.604499511,6133,8,0,2,0,2
"131338",131338,0,1.066933067,71,0,116,NA,6,0,0,0,0
"80600",80600,1,0.405374354,46,0,0.331672502,7425,10,0,2,0,3
"8086",8086,0,0,56,0,1024,NA,9,0,0,0,0
"72414",72414,1,0.399615148,72,2,0.309552826,10666,10,0,2,0,0
"119176",119176,0,0.9999999,43,0,0.141447807,7500,3,0,1,3,0
"32681",32681,0,0.166743084,74,0,0.351883932,9235,17,0,2,0,0
"133177",133177,0,0.143769791,73,0,0.03006638,2560,4,0,0,0,0
"2682",2682,0,0.466997893,71,0,0.362135177,7811,9,0,1,0,0
"69221",69221,0,0.046887152,76,0,0.003523474,10500,8,0,0,0,0
"77556",77556,0,0,31,0,0.130214918,8700,10,0,0,0,0
"116385",116385,0,0.003399943,67,0,886,NA,16,0,1,0,0
"20027",20027,0,0.144475921,42,0,0.100779844,3333,4,0,0,0,2
"955",955,0,0.015644567,77,0,24,NA,5,0,0,0,NA
"119826",119826,1,0.53613678,57,0,0.157432696,5125,27,0,0,0,1
"8067",8067,0,0.207502576,36,0,0.689517281,3500,5,0,1,0,0
"117051",117051,0,0.000438858,52,0,0.256726952,4533,7,0,1,0,1
"56930",56930,0,0.098579055,74,0,0.588186008,2386,12,0,1,0,0
"78327",78327,0,0.9999999,56,0,0.477506616,3400,5,0,1,0,0
"80547",80547,1,0.946378479,40,0,0.899507216,5681,11,2,2,0,1
"86292",86292,0,0.127234911,62,0,0.997231195,2166,4,0,1,0,0
"33900",33900,1,0.9999999,61,3,0.146090535,2429,2,2,0,0,0
"94833",94833,0,0.285573565,46,0,0.188153979,10416,6,0,1,0,3
"131366",131366,0,0.332956482,41,0,0.784588695,6916,12,0,5,0,0
"9237",9237,0,0,43,0,0.00059988,5000,7,0,0,0,0
"75493",75493,0,0.385129028,40,0,1.121651786,2687,9,0,2,0,1
"132899",132899,0,0.059542007,59,0,1.05997648,2550,14,0,1,0,0
"29067",29067,0,0.102438753,45,0,2894,NA,6,0,1,0,1
"55788",55788,0,0.486474628,54,0,0.091660128,21666,7,0,0,0,3
"117291",117291,0,0.222480031,61,0,3143,NA,11,0,2,0,1
"77656",77656,0,0.015476325,69,0,0.060266039,11050,7,0,1,0,0
"77727",77727,0,0.231215052,44,0,0.076409666,4344,4,0,0,0,1
"44754",44754,0,0.806316995,55,3,0.349935037,2308,12,0,1,0,0
"44466",44466,0,0,92,0,0,NA,1,0,0,0,0
"52896",52896,0,0.9999999,69,0,1591,NA,4,0,1,0,0
"138331",138331,0,0.299170083,48,0,0.330796718,15111,9,0,2,0,3
"106952",106952,0,0.212859564,41,0,3141,NA,17,0,1,0,2
"2255",2255,0,0.108687628,70,0,0.33674189,2835,7,0,1,0,0
"35235",35235,1,0.9999999,42,0,0.303239352,3333,1,2,0,0,3
"140007",140007,0,0.720239399,56,0,0.298925269,4000,4,0,0,0,2
"104175",104175,0,0.538373934,43,1,0.312315916,9166,6,0,2,0,3
"105779",105779,0,0.068870696,38,0,0.16124526,5010,4,0,1,0,1
"63917",63917,0,0,59,1,1545,NA,5,0,1,0,NA
"110642",110642,0,0.986261467,42,0,3371,NA,7,0,1,0,0
"8876",8876,1,0.943891214,57,3,0.837265094,2500,20,0,0,0,0
"62223",62223,0,1.05997601,44,0,0.563208176,4500,6,0,1,0,1
"134348",134348,0,0.932263527,47,1,0.261043447,5500,5,0,1,0,4
"92427",92427,0,0.759104545,84,0,0.140833989,5083,6,0,0,0,0
"53174",53174,0,0.251430166,45,1,0.29459799,7959,5,0,1,0,0
"92602",92602,0,0.084287604,50,0,1932,NA,4,0,1,0,0
"139497",139497,0,0.102099964,48,0,0.396263,5672,11,0,1,0,0
"104769",104769,0,0.011818486,52,0,0.013222516,2646,17,0,0,0,0
"146676",146676,0,0.9999999,33,0,0.197333478,18450,8,0,6,0,0
"122159",122159,0,0.998336106,55,1,110,NA,4,2,0,0,0
"102543",102543,0,0.432070991,43,0,0.832230571,8916,9,0,5,0,3
"27298",27298,0,0.489130435,33,0,955,NA,9,0,0,0,0
"36821",36821,0,0.052806581,42,0,0.010284245,7000,4,0,0,0,0
"149716",149716,0,0.210084478,68,0,0.205975135,16166,11,0,2,0,1
"93009",93009,0,0.129223123,33,0,1825,NA,10,0,2,0,0
"43448",43448,0,0.537662817,50,4,0.796150481,8000,15,0,2,0,0
"85401",85401,0,0.773226773,43,0,774,NA,5,0,0,0,0
"69695",69695,0,0.024685362,68,0,0.254042584,13666,8,0,2,0,0
"96742",96742,0,0.118577841,66,0,2977,NA,17,0,2,0,0
"25540",25540,0,0.224517353,45,0,0.795755152,3250,6,0,1,1,0
"88943",88943,0,0.045801167,71,0,974,NA,7,0,1,0,0
"137902",137902,0,0.174857131,69,0,0.249880326,6266,18,0,2,0,0
"20370",20370,0,0.014377836,60,0,0.1055061,6065,15,0,1,0,0
"2160",2160,0,0,66,0,0.171582842,10000,5,0,1,0,0
"127000",127000,0,0.080132115,76,0,0.319806178,1650,9,0,0,0,0
"522",522,0,0.016406971,55,0,0.001785714,5599,3,0,0,0,2
"51068",51068,0,0.032015733,39,0,0.108126411,4429,5,0,0,0,3
"57846",57846,1,0.057058914,63,1,0.124818578,6200,7,0,2,1,1
"40905",40905,0,0.017731527,50,0,0.278773707,3848,7,0,1,0,1
"130267",130267,0,0.026913831,63,0,1218,NA,9,0,1,0,3
"140240",140240,0,0.004660622,80,0,0.541458994,2206,6,0,1,0,0
"118531",118531,0,0.072841947,60,0,3201,NA,9,0,2,0,0
"68084",68084,0,0.418936309,40,0,0.33733883,11400,13,0,2,0,0
"18725",18725,0,0.600026665,47,0,0.264284088,4392,5,0,1,0,1
"44592",44592,0,0.194408443,27,1,0.174011813,2200,4,0,0,0,0
"61829",61829,0,0.027238298,60,0,0.304596437,4546,13,0,2,0,0
"65769",65769,0,0.076310769,52,1,1084,NA,15,0,0,0,0
"63258",63258,0,0.050641165,50,0,9,NA,1,0,0,0,0
"3509",3509,1,0,26,0,0.084269663,533,1,2,0,0,2
"34808",34808,0,0,49,0,1877,0,8,0,1,0,1
"12500",12500,0,0.470355433,53,0,0.419834903,8600,12,0,2,0,0
"10839",10839,0,0.026903481,68,0,960,NA,3,0,1,0,0
"123276",123276,1,0.96943985,54,3,3628,NA,9,0,3,1,2
"8068",8068,0,0.712795816,55,1,0.4674987,11537,13,0,3,0,0
"81283",81283,0,0.000336442,34,0,0.159802972,12383,7,0,1,0,2
"110008",110008,0,0,71,0,0,4694,3,0,0,0,0
"4037",4037,0,0.025119352,60,1,0.190560839,11250,22,0,1,0,0
"9527",9527,0,0.316026232,29,0,0.1375,3519,4,0,0,0,1
"51493",51493,0,0.039999036,48,0,2212,NA,10,0,2,0,0
"40405",40405,0,0.9999999,51,0,0.23213231,5078,3,0,1,0,1
"68058",68058,0,0.00435452,60,1,0.272792534,9750,19,0,3,0,3
"123436",123436,0,0.99140172,50,0,0.293349169,3367,4,0,0,0,1
"101305",101305,0,0.110467661,38,1,0.202753634,13000,11,0,2,0,2
"31295",31295,1,0,50,0,0.087478385,9830,6,1,0,1,0
"73781",73781,0,0.402796134,60,1,0.633948546,3575,14,0,1,0,0
"93226",93226,0,0.187320845,35,0,0.670316591,4200,5,0,1,0,0
"102256",102256,0,0.979596179,35,0,0.829792552,4000,6,0,1,0,4
"99996",99996,0,0.558444392,40,0,3034,NA,8,0,2,0,0
"71504",71504,0,0.727175918,40,0,0.660461478,12784,24,0,6,0,2
"31144",31144,0,0.005273996,89,0,10,NA,5,0,0,0,0
"34468",34468,0,0.038268665,41,0,0.212280477,7800,13,0,1,0,0
"149560",149560,0,0.417561248,49,0,1.012634454,5856,21,0,5,0,0
"120402",120402,0,0.703816909,31,0,0.553445337,8213,12,0,2,0,1
"30409",30409,0,0.516375906,64,0,0.71813775,9901,22,0,5,0,0
"97552",97552,0,0.047158053,47,0,0.234525183,2600,11,0,1,0,0
"135435",135435,0,0.049770233,67,0,5773,NA,18,0,2,0,0
"6676",6676,1,0.410343586,59,1,0.197790449,2805,6,0,0,0,0
"135245",135245,0,0.004049798,66,0,0.111970141,3750,5,0,0,0,0
"20666",20666,0,0.093065736,31,0,0.478454909,6497,9,0,1,0,0
"76624",76624,0,0.418545432,56,0,0.479408237,2500,11,0,1,0,0
"111657",111657,0,0.326067547,47,0,0.410104279,5561,14,0,1,0,3
"104781",104781,0,0.247244233,36,0,0.519761372,2681,4,0,1,0,0
"9832",9832,0,0.777875329,48,0,0.51069786,5000,11,0,2,0,1
"125854",125854,0,0.587386615,66,0,0.246251704,2200,5,0,0,0,0
"5678",5678,0,0.014187457,48,0,0.316725979,34000,9,0,4,0,2
"138033",138033,0,0.377610344,44,0,0.289248626,6547,6,1,1,0,1
"105557",105557,0,0.270610893,44,0,0.409218388,8200,14,0,2,0,5
"97936",97936,0,0.045318884,46,0,0.160833884,10600,10,0,2,0,1
"56717",56717,0,0.021020397,79,0,0.013064133,2525,8,0,0,0,0
"107900",107900,0,0.100628048,69,0,0.232911133,19500,12,0,3,0,0
"94341",94341,0,0.006437004,63,0,0.298396772,9168,15,0,1,0,0
"127519",127519,0,0.063995668,55,0,0.191833302,10701,13,0,1,0,2
"39536",39536,0,0.129572536,77,0,0.012429073,3700,6,0,0,0,0
"52076",52076,0,0.02093665,84,0,0.008084824,7544,9,0,0,0,0
"140460",140460,0,0.551535421,46,0,0.04446263,10997,3,0,0,0,2
"147224",147224,1,0.499030711,30,0,0.706407323,4369,4,0,1,0,0
"106820",106820,0,0,59,0,44,NA,6,0,0,0,0
"44417",44417,0,0.201918647,71,1,1004,NA,13,0,2,0,NA
"101381",101381,0,0.538922156,32,0,0.004514673,1771,1,0,0,0,0
"141382",141382,1,0.9999999,33,0,0.672771344,3712,10,0,2,0,1
"90604",90604,0,0.010871331,61,0,0.028492877,4000,13,0,0,0,0
"49198",49198,0,0.708129823,49,0,0.107257829,6833,3,0,0,0,0
"22888",22888,0,0.055016071,57,0,0.318506998,6429,12,0,1,0,0
"25159",25159,0,0.001982266,59,0,0.316669398,6100,5,0,1,0,0
"58666",58666,0,0.071217314,37,0,0.19,4799,7,0,1,0,0
"74404",74404,0,0.014804845,28,0,0.264747051,5000,9,0,0,0,0
"120196",120196,0,0.032608422,43,0,0.364481776,20000,12,0,2,0,2
"144299",144299,0,0.074972798,46,0,0.038938438,4596,6,0,0,0,0
"12696",12696,0,0.015139904,67,0,0.005748563,4000,5,0,0,0,0
"5772",5772,0,0.245844214,62,0,367,NA,11,0,0,0,0
"99095",99095,0,0.076352576,93,0,0.027941553,3900,2,0,0,0,0
"140998",140998,0,0.843981375,62,1,1.310578106,1625,10,0,1,0,0
"8975",8975,0,0.07992008,22,0,0.002244669,890,2,0,0,0,0
"24709",24709,0,0.073210714,81,1,0.033828806,1950,11,0,0,0,0
"82889",82889,0,0.180109767,45,0,0.441990235,4300,12,0,1,0,0
"103307",103307,0,0.014567266,42,0,0.25749643,2100,7,0,0,0,0
"54151",54151,0,0.028211266,43,1,0.333507443,7657,10,0,3,0,4
"130969",130969,0,0.36364329,32,0,0.419941675,7200,9,0,1,0,3
"52618",52618,0,0.054297285,62,0,0.114800642,8100,6,0,1,0,1
"96679",96679,0,0.130920452,59,0,0.049105655,9000,5,0,0,0,1
"75330",75330,0,0.571870705,39,0,0.251087446,13333,10,0,1,0,2
"101541",101541,0,0.607083378,56,0,0.288380775,15000,27,0,1,0,0
"73018",73018,0,0,28,0,0,2720,1,0,0,0,0
"49450",49450,0,0.195397012,55,0,3503,NA,17,0,2,0,0
"133241",133241,0,0.065474462,53,0,47,NA,1,0,0,0,0
"120413",120413,0,0.101798728,65,0,0.235903066,12750,10,0,2,0,1
"86429",86429,0,0.079203471,52,0,0.229044637,4950,11,0,1,0,2
"56953",56953,0,0.044180415,31,0,0.098152075,3300,10,0,0,0,0
"117144",117144,0,0.368105316,54,1,0.600159617,1252,7,0,0,0,0
"131863",131863,0,0,40,0,0.136351014,3600,4,0,0,0,0
"28057",28057,0,0.029291857,65,0,0.145895828,11000,11,0,1,0,0
"22344",22344,0,0.134246829,42,0,766,NA,7,0,1,0,0
"17229",17229,0,0.523995301,39,0,0.52997353,19266,12,0,4,0,4
"74674",74674,0,0,54,0,0.685922273,8516,17,0,4,0,1
"31414",31414,0,0,61,0,0,NA,3,0,0,0,NA
"147680",147680,0,0.10236734,57,0,0.095879556,8833,6,0,1,0,1
"95339",95339,0,0.070941153,47,0,604,NA,3,0,1,0,0
"58803",58803,0,0,58,0,0.262217409,14773,8,0,3,0,0
"27443",27443,0,0.177793563,38,0,0.974051297,6666,13,0,2,0,1
"40974",40974,0,0.040420213,69,0,0.169102296,4310,13,0,0,0,1
"121768",121768,0,0.016959661,56,0,0.335291558,18383,11,0,2,0,0
"110621",110621,0,0.002850636,65,0,0.000833194,6000,9,0,0,0,0
"120464",120464,0,0.001554136,59,0,0.116187824,7900,13,0,2,0,0
"38095",38095,0,0.516848837,74,0,0.501585384,6622,11,0,4,0,1
"10929",10929,0,0.178122789,49,0,1172,NA,6,0,0,0,0
"20054",20054,0,0.654785013,60,0,4660,NA,7,1,1,0,0
"91658",91658,0,0.001114718,69,0,1,NA,4,0,0,0,0
"35280",35280,0,0.9999999,65,0,104,NA,1,0,0,0,0
"25653",25653,0,0.073545152,40,0,2232,NA,4,0,1,0,1
"148182",148182,0,0.057588482,60,0,0.067109544,7375,3,0,0,0,0
"128951",128951,0,0.149726047,34,0,0.054020709,22694,7,0,0,0,1
"148447",148447,0,0,87,0,755,NA,3,0,1,0,0
"65793",65793,0,0.070505669,66,0,1.629577465,709,7,0,1,0,0
"91498",91498,0,0.074921591,58,0,0.897262381,3250,15,0,2,0,0
"66516",66516,0,0.57571302,65,1,1.177661719,10913,33,0,3,0,0
"124589",124589,0,0.027320525,71,0,0.008005153,10867,7,0,1,0,0
"47409",47409,0,0,34,0,0.197355534,4083,6,0,0,0,0
"102074",102074,0,0.855314187,63,0,0.766361921,6890,11,0,4,0,2
"141794",141794,0,0.9999999,58,0,0.002777006,3600,0,0,0,0,0
"78544",78544,0,2.159584042,45,0,14.83794922,16500,8,0,1,0,3
"143087",143087,0,0.124002744,71,3,0.041996,10500,11,0,0,0,0
"20579",20579,0,0.524592831,76,0,1.713861018,2690,12,0,2,0,0
"48998",48998,0,0.9999999,54,0,0.137442051,7333,3,0,1,0,0
"39593",39593,0,0.141995697,37,0,0.343184091,9000,10,0,2,0,1
"85929",85929,0,0.061587682,45,1,0.368909513,6033,9,0,1,0,0
"66172",66172,0,0.010878597,51,0,0.05012665,7500,12,0,0,0,0
"99108",99108,0,0.523445479,33,0,538,NA,3,0,0,0,0
"55079",55079,0,0,64,0,0,4166,1,0,0,0,0
"46784",46784,0,0,31,0,75,0,2,0,0,0,0
"128551",128551,0,0.00864107,86,0,9,NA,4,0,0,0,0
"7927",7927,0,0.0711924,59,0,0.026794641,5000,4,0,0,0,0
"70153",70153,0,0.014388669,73,0,0.328335832,2667,12,0,1,0,0
"135257",135257,0,0.912350598,33,0,0.148471616,3663,2,1,0,0,3
"96207",96207,0,0,31,0,0.592733418,2366,11,0,1,0,0
"132698",132698,0,0.02691179,56,1,0.581260172,4300,12,0,1,0,2
"133238",133238,0,0.302012562,47,0,0.329237858,5208,3,0,2,0,0
"103599",103599,0,0.28247328,33,0,0.241722488,5224,9,0,0,0,2
"19141",19141,0,0.640367982,41,0,0.775161075,4500,3,0,1,0,1
"55734",55734,0,0.021961278,65,0,126,NA,12,0,0,0,0
"149",149,0,0.54699881,50,0,0.748071979,3500,9,0,2,0,3
"144660",144660,0,0.028295248,65,0,0.002641374,8328,2,0,0,0,0
"79879",79879,0,0.017298367,60,0,0.21419054,3001,13,0,1,0,0
"146890",146890,0,0.610869496,39,0,0.190697,6900,10,0,0,0,0
"93503",93503,0,0.049955915,62,0,4102,NA,9,0,1,0,0
"112900",112900,0,0.00695216,53,0,427,NA,3,0,1,0,1
"30374",30374,0,0.996454906,25,0,0.316677077,1600,3,0,0,0,0
"110412",110412,0,0.006879143,52,0,0.223841994,4252,10,0,1,0,0
"98495",98495,0,0.154087582,50,3,0.376623377,6621,13,0,2,1,0
"125441",125441,0,0.06137966,53,0,0.469829297,10075,10,0,2,0,1
"79160",79160,0,0.145475754,89,0,26,NA,2,0,0,0,0
"94363",94363,0,0.416857832,32,0,0.321083172,6720,11,0,2,0,2
"93513",93513,0,0,66,0,0.352416867,2916,13,0,1,0,0
"90051",90051,0,0.777136221,51,0,0.187256397,5900,4,0,0,0,3
"68135",68135,0,0.178545636,63,0,0.45567476,7083,9,0,2,0,0
"5986",5986,0,0.861585778,48,1,0.313303547,10966,14,0,1,0,0
"22562",22562,0,1.077792221,50,1,0.679909345,7500,5,0,2,0,1
"9628",9628,0,0,59,0,0,NA,4,0,0,0,NA
"57133",57133,0,0.029945216,76,0,3852,NA,4,0,3,0,0
"66056",66056,0,0.066093391,52,0,0.00747443,2541,1,0,0,0,0
"117008",117008,0,0.171089654,51,0,0.661239749,8291,14,0,2,0,1
"85377",85377,0,1.121187881,44,0,0.387965495,4752,6,0,0,0,3
"118083",118083,0,0.754642541,48,0,0.575899844,2555,8,0,2,0,0
"117132",117132,0,1.011632946,49,0,1.387331791,11666,10,0,3,0,1
"84693",84693,0,0.083872903,65,0,1667,NA,5,0,1,0,0
"23060",23060,0,0.031928832,36,0,0.383812324,16666,11,0,2,0,2
"60410",60410,0,0.03898051,53,0,2,NA,7,1,0,0,0
"84791",84791,0,0.443000925,45,0,0.565208966,15480,19,0,1,0,0
"34012",34012,0,0,44,0,0.607922991,2700,2,0,1,0,1
"36911",36911,0,0.982055994,52,0,0.340949555,3369,8,0,0,0,1
"125951",125951,1,0.035860591,62,0,2.291487532,1162,8,0,3,0,0
"69280",69280,0,0.177095387,47,0,0.801999231,2600,15,0,0,0,2
"117013",117013,0,0,60,0,6067,NA,16,0,4,0,0
"59597",59597,0,0.150133428,68,1,0.318509039,6250,17,0,1,0,1
"36952",36952,0,0.113170405,57,0,0.182766745,8912,5,0,1,0,1
"76225",76225,0,0.009186285,57,0,0.287844772,6235,6,0,1,0,0
"104213",104213,0,0.135859095,29,1,0.171181556,3469,6,0,0,0,0
"46326",46326,0,0.539293561,68,0,0.251874479,3600,4,0,0,0,2
"120117",120117,0,0.00560378,45,0,0.5,1,2,0,0,0,0
"72574",72574,0,0.057122456,47,0,1.28729886,6400,11,0,2,0,1
"108918",108918,0,0,54,0,0.34650278,6833,8,0,1,0,0
"137808",137808,0,0.063354932,63,1,0.21143763,8200,7,0,1,0,0
